# detector ID, old position (x), old position (y), old position (z), calibrated position (x), calibrated position (y), calibrated position (z), calib. L2, calib. 2\theta, calib. \phi, delta L2 (calibrated - old), difc, zero
100001,1.3911827,-0.4253272,0.3674281,1.4228587,-0.4350115,0.3757941,1.5345953703,1.3233988285,-0.2967059612,0.0341634601,16011.2763671875,-7.9617724419
100002,1.3918183,-0.4255216,0.3645027,1.4128633,-0.4319557,0.3700141,1.5230492353,1.3253977299,-0.2967059612,0.0226862431,16028.2236328125,-4.3935761452
100003,1.3924539,-0.4257159,0.3615772,1.4138534,-0.4322584,0.3671340,1.5233567953,1.3273968697,-0.2967059612,0.0230568722,16048.8398437500,-6.1104488373
100004,1.3930895,-0.4259102,0.3586518,1.4511480,-0.4436605,0.3735990,1.5627671480,1.3293961287,-0.2967059612,0.0625241697,16081.6376953125,-14.3824272156
100005,1.3937251,-0.4261045,0.3557263,1.4193596,-0.4339418,0.3622691,1.5277847052,1.3313955069,-0.2967059612,0.0275927186,16091.2207031250,-1.4774315357
100006,1.3943607,-0.4262989,0.3528009,1.4160945,-0.4329435,0.3583000,1.5235296488,1.3333951235,-0.2967059612,0.0233826563,16110.3681640625,2.2930309772
100007,1.3949963,-0.4264932,0.3498754,1.4380828,-0.4396660,0.3606818,1.5464409590,1.3353947401,-0.2967059612,0.0463329628,16138.0039062500,-6.7031874657
100008,1.3956319,-0.4266875,0.3469500,1.3984633,-0.4275531,0.3476539,1.5031182766,1.3373944759,-0.2967059612,0.0030432648,16144.8789062500,6.4341731071
100009,1.3962675,-0.4268818,0.3440245,1.4375843,-0.4395136,0.3542045,1.5444357395,1.3393943310,-0.2967059612,0.0443876907,16178.2705078125,-5.0208587646
100010,1.3969031,-0.4270761,0.3410991,1.4444096,-0.4416003,0.3526993,1.5510405302,1.3413943052,-0.2967059612,0.0510135815,16200.7705078125,-10.9880619049
100011,1.3975387,-0.4272705,0.3381736,1.4436342,-0.4413633,0.3493277,1.5494873524,1.3433941603,-0.2967059612,0.0494754016,16220.6923828125,-7.3444662094
100012,1.3981743,-0.4274648,0.3352482,1.4054641,-0.4296935,0.3369961,1.5078237057,1.3453941345,-0.2967059612,0.0078206640,16227.9609375000,4.4532217979
100013,1.3988099,-0.4276591,0.3323227,1.4224096,-0.4348743,0.3379294,1.5253068209,1.3473942280,-0.2967059612,0.0253068674,16253.8378906250,-1.6199094057
100014,1.3994456,-0.4278534,0.3293973,1.4898787,-0.4555016,0.3506832,1.5969341993,1.3493942022,-0.2967059612,0.0969312489,16296.8134765625,-33.4029273987
100015,1.4000812,-0.4280478,0.3264719,1.4626162,-0.4471667,0.3410538,1.5670105219,1.3513941765,-0.2967059612,0.0669985116,16307.7148437500,-15.0540103912
100016,1.4007168,-0.4282421,0.3235464,1.3803423,-0.4220130,0.3188402,1.4782080650,1.3533941507,-0.2967059612,-0.0218189880,16299.9326171875,30.8885364532
100017,1.4013524,-0.4284364,0.3206210,1.4431255,-0.4412077,0.3301784,1.5447630882,1.3553940058,-0.2967059612,0.0447151363,16341.3173828125,-6.4821286201
100018,1.4019880,-0.4286307,0.3176955,1.4230070,-0.4350569,0.3224585,1.5225646496,1.3573938608,-0.2967059612,0.0224896222,16354.5644531250,1.0265979767
100019,1.4026236,-0.4288251,0.3147701,1.4527437,-0.4441483,0.3260178,1.5537115335,1.3593935966,-0.2967059612,0.0536035635,16384.7304687500,-12.1582679749
100020,1.4032592,-0.4290194,0.3118446,1.4304079,-0.4373196,0.3178778,1.5291702747,1.3613932133,-0.2967059612,0.0290232357,16397.1835937500,0.4044215381
100021,1.4038948,-0.4292137,0.3089192,1.4516497,-0.4438139,0.3194274,1.5512225628,1.3633928299,-0.2967059612,0.0510306209,16424.4453125000,-9.7638902664
100022,1.4045304,-0.4294080,0.3059937,1.3849156,-0.4234112,0.3017204,1.4792915583,1.3653922081,-0.2967059612,-0.0209514145,16421.7265625000,18.0264339447
100023,1.4051660,-0.4296024,0.3030683,1.4336650,-0.4383154,0.3092150,1.5307284594,1.3673914671,-0.2967059612,0.0304284561,16458.3339843750,-5.6732306480
100024,1.4058016,-0.4297967,0.3001428,1.4479445,-0.4426811,0.3091405,1.5453406572,1.3693906069,-0.2967059612,0.0449776426,16483.1894531250,-7.0756449699
100025,1.4064372,-0.4299910,0.2972174,1.4640745,-0.4476125,0.3093977,1.5619212389,1.3713896275,-0.2967059612,0.0614893362,16508.6679687500,-11.1893033981
100026,1.4070728,-0.4301853,0.2942919,1.4375463,-0.4395020,0.3006655,1.5330039263,1.3733882904,-0.2967059612,0.0324970260,16519.5566406250,-4.3129506111
100027,1.4081493,-0.4305144,0.2886070,1.4762306,-0.4513290,0.3025606,1.5730534792,1.3772505522,-0.2967059612,0.0725466013,16571.3085937500,-19.2394599915
100028,1.4086277,-0.4306607,0.2856490,1.4849373,-0.4539909,0.3011234,1.5817147493,1.3792493343,-0.2967059612,0.0812828541,16594.2070312500,-27.0418186188
100029,1.4091062,-0.4308070,0.2826910,1.4229407,-0.4350366,0.2854664,1.5150934458,1.3812482357,-0.2967059612,0.0147305280,16592.8515625000,7.7750415802
100030,1.4095846,-0.4309533,0.2797330,1.4348081,-0.4386649,0.2847386,1.5271468163,1.3832473755,-0.2967059612,0.0268468019,16616.8007812500,4.6311011314
100031,1.4100630,-0.4310995,0.2767750,1.4527078,-0.4441373,0.2851456,1.5456150770,1.3852466345,-0.2967059612,0.0453720503,16642.8144531250,-5.2016367912
100032,1.4105415,-0.4312458,0.2738170,1.4430932,-0.4411979,0.2801360,1.5348125696,1.3872461319,-0.2967059612,0.0346205905,16659.3652343750,-3.1841628551
100033,1.4110199,-0.4313921,0.2708590,1.4596944,-0.4462734,0.2802026,1.5518959761,1.3892456293,-0.2967059612,0.0517490059,16684.9199218750,-10.8938150406
100034,1.4114984,-0.4315384,0.2679010,1.4677010,-0.4487212,0.2785683,1.5598388910,1.3912452459,-0.2967059612,0.0597308949,16707.5078125000,-20.0808887482
100035,1.4119768,-0.4316846,0.2649431,1.4446935,-0.4416871,0.2710820,1.5348329544,1.3932451010,-0.2967059612,0.0347579829,16719.3964843750,-7.9722628593
100036,1.4124553,-0.4318309,0.2619851,1.4573335,-0.4455516,0.2703092,1.5477093458,1.3952448368,-0.2967059612,0.0476613641,16743.5566406250,-9.3384046555
100037,1.4129337,-0.4319772,0.2590271,1.4482896,-0.4427866,0.2655087,1.5375622511,1.3972448111,-0.2967059612,0.0375352167,16760.2226562500,-3.5631382465
100038,1.4134122,-0.4321235,0.2560691,1.4570529,-0.4454658,0.2639755,1.5463266373,1.3992447853,-0.2967059612,0.0463146083,16783.0214843750,-12.9841670990
100039,1.4138906,-0.4322697,0.2531111,1.4255715,-0.4358410,0.2552022,1.5123953819,1.4012447596,-0.2967059612,0.0123923467,16791.8925781250,-0.6755412221
100040,1.4143690,-0.4324160,0.2501531,1.4592764,-0.4461456,0.2580957,1.5476261377,1.4032447338,-0.2967059612,0.0476261638,16823.2929687500,-13.6252489090
100041,1.4148475,-0.4325623,0.2471951,1.4625743,-0.4471538,0.2555337,1.5506023169,1.4052447081,-0.2967059612,0.0505993739,16844.1640625000,-10.1789617538
100042,1.4153259,-0.4327086,0.2442371,1.4609312,-0.4466515,0.2521071,1.5483460426,1.4072446823,-0.2967059612,0.0483340472,16863.3105468750,-11.1325855255
100043,1.4158044,-0.4328548,0.2412792,1.4566860,-0.4453536,0.2482461,1.5433405638,1.4092446566,-0.2967059612,0.0433136038,16881.5351562500,-8.7689142227
100044,1.4162828,-0.4330011,0.2383212,1.4359397,-0.4390108,0.2416289,1.5208674669,1.4112445116,-0.2967059612,0.0208194610,16894.0117187500,-0.0811013132
100045,1.4167613,-0.4331474,0.2353632,1.4816050,-0.4529721,0.2461355,1.5687319040,1.4132443666,-0.2967059612,0.0686568990,16929.5449218750,-20.5386466980
100046,1.4172397,-0.4332937,0.2324052,1.4368273,-0.4392822,0.2356172,1.5208408833,1.4152441025,-0.2967059612,0.0207328442,16933.6250000000,3.8347291946
100047,1.4177182,-0.4334399,0.2294472,1.4386627,-0.4398433,0.2328369,1.5223091841,1.4172438383,-0.2967059612,0.0221622381,16953.8925781250,3.6984369755
100048,1.4181966,-0.4335862,0.2264892,1.4344347,-0.4385507,0.2290825,1.5173689127,1.4192433357,-0.2967059612,0.0171769634,16972.0332031250,-0.5272457600
100049,1.4186751,-0.4337325,0.2235312,1.4500051,-0.4433110,0.2284677,1.5333743095,1.4212428331,-0.2967059612,0.0331313834,16997.0585937500,-3.8028671741
100050,1.4191535,-0.4338788,0.2205732,1.4596491,-0.4462595,0.2268673,1.5431110859,1.4232420921,-0.2967059612,0.0428110659,17020.0078125000,-9.1742038727
100051,1.4196319,-0.4340250,0.2176153,1.4261547,-0.4360192,0.2186151,1.5072566271,1.4252411127,-0.2967059612,0.0068936618,17027.8750000000,4.2480702400
100052,1.4201104,-0.4341713,0.2146573,1.4738454,-0.4505998,0.2227796,1.5572062731,1.4272401333,-0.2967059612,0.0567742996,17064.0937500000,-12.2246189117
100053,1.4205888,-0.4343176,0.2116993,1.5145362,-0.4630402,0.2256995,1.5997394323,1.4292389154,-0.2967059612,0.0992325172,17097.8730468750,-37.5835342407
100054,1.4213601,-0.4345534,0.2059603,1.3990456,-0.4277312,0.2027269,1.4769498110,1.4331010580,-0.2967059612,-0.0235570595,17095.1210937500,25.1431369781
100055,1.4216799,-0.4346512,0.2029790,1.4728649,-0.4503000,0.2102869,1.5544523001,1.4350998402,-0.2967059612,0.0540203229,17140.4960937500,-13.4531288147
100056,1.4219997,-0.4347489,0.1999977,1.4555781,-0.4450149,0.2047204,1.5357917547,1.4370988607,-0.2967059612,0.0354287736,17153.9062500000,-5.4692463875
100057,1.4223195,-0.4348467,0.1970164,1.4452834,-0.4418675,0.2001973,1.5245229006,1.4390978813,-0.2967059612,0.0242229104,17169.7480468750,-1.1406797171
100058,1.4226393,-0.4349445,0.1940351,1.4501364,-0.4433512,0.1977855,1.5292400122,1.4410971403,-0.2967059612,0.0289970152,17190.9003906250,-4.4938421249
100059,1.4229591,-0.4350423,0.1910538,1.4162179,-0.4329813,0.1901487,1.4930849075,1.4430966377,-0.2967059612,-0.0071070674,17198.3906250000,9.6924571991
100060,1.4232789,-0.4351400,0.1880725,1.4461945,-0.4421460,0.1911006,1.5243002176,1.4450961351,-0.2967059612,0.0241531786,17228.3613281250,-3.8993360996
100061,1.4235987,-0.4352378,0.1850912,1.4773312,-0.4516655,0.1920773,1.5567282438,1.4470958710,-0.2967059612,0.0566202849,17258.7480468750,-9.9913616180
100062,1.4239185,-0.4353356,0.1821099,1.4690553,-0.4491353,0.1878826,1.5476258993,1.4490956068,-0.2967059612,0.0475508496,17275.2246093750,-10.0783376694
100063,1.4242383,-0.4354333,0.1791286,1.4687507,-0.4490422,0.1847270,1.5469297171,1.4510954618,-0.2967059612,0.0468817614,17294.4960937500,-11.3725605011
100064,1.4245581,-0.4355311,0.1761473,1.4396312,-0.4401394,0.1780111,1.5158985853,1.4530953169,-0.2967059612,0.0158716347,17303.5644531250,2.2706274986
100065,1.4248779,-0.4356289,0.1731660,1.4677839,-0.4487466,0.1783804,1.5451804399,1.4550952911,-0.2967059612,0.0451684557,17332.8710937500,-6.9190287590
100066,1.4251977,-0.4357267,0.1701847,1.4494799,-0.4431505,0.1730843,1.5255597830,1.4570952654,-0.2967059612,0.0255567785,17345.7207031250,-2.7837402821
100067,1.4255175,-0.4358244,0.1672034,1.4762196,-0.4513256,0.1731504,1.5533512831,1.4590952396,-0.2967059612,0.0533512868,17374.5175781250,-14.1523256302
100068,1.4258373,-0.4359222,0.1642221,1.4534350,-0.4443597,0.1674007,1.5290362835,1.4610952139,-0.2967059612,0.0290332697,17385.7382812500,-4.1787328720
100069,1.4261571,-0.4360200,0.1612408,1.4443586,-0.4415847,0.1632986,1.5191560984,1.4630951881,-0.2967059612,0.0191440694,17401.7968750000,-2.4320738316
100070,1.4264769,-0.4361177,0.1582595,1.4688776,-0.4490810,0.1629636,1.5446139574,1.4650951624,-0.2967059612,0.0445869975,17429.7812500000,-11.3715200424
100071,1.4267967,-0.4362155,0.1552782,1.4482541,-0.4427757,0.1576134,1.5226070881,1.4670951366,-0.2967059612,0.0225590933,17441.6992187500,-2.3409247398
100072,1.4271165,-0.4363133,0.1522969,1.4622060,-0.4470413,0.1560415,1.5369584560,1.4690948725,-0.2967059612,0.0368834771,17465.9042968750,-8.4012060165
100073,1.4274362,-0.4364111,0.1493156,1.4703068,-0.4495179,0.1538000,1.5451611280,1.4710947275,-0.2967059612,0.0450531058,17488.0136718750,-4.1525259018
100074,1.4277560,-0.4365088,0.1463343,1.5144536,-0.4630149,0.1552201,1.5912404060,1.4730943441,-0.2967059612,0.0910933763,17522.9785156250,-30.7299938202
100075,1.4280758,-0.4366066,0.1433530,1.4639091,-0.4475619,0.1469500,1.5378348827,1.4750938416,-0.2967059612,0.0376428440,17524.1308593750,-5.1427183151
100076,1.4283956,-0.4367044,0.1403717,1.4585378,-0.4459197,0.1433338,1.5319012403,1.4770933390,-0.2967059612,0.0316582434,17541.3828125000,-5.0759773254
100077,1.4287154,-0.4368021,0.1373904,1.4733258,-0.4504409,0.1416803,1.5471456051,1.4790925980,-0.2967059612,0.0468455851,17565.8281250000,-10.0590095520
100078,1.4290352,-0.4368999,0.1344091,1.4616584,-0.4468738,0.1374775,1.5346144438,1.4810917377,-0.2967059612,0.0342515297,17580.7929687500,-6.0130276680
100079,1.4293550,-0.4369977,0.1314278,1.4296135,-0.4370767,0.1314515,1.5007033348,1.4830906391,-0.2967059612,0.0002713535,17588.4257812500,6.4763364792
100080,1.4296748,-0.4370955,0.1284464,1.4648802,-0.4478588,0.1316094,1.5374565125,1.4850894213,-0.2967059612,0.0369496457,17620.1718750000,-11.0376548767
100081,1.4301386,-0.4372372,0.1226714,1.4520319,-0.4439307,0.1245494,1.5234775543,1.4889516830,-0.2967059612,0.0229706187,17652.4257812500,-2.6806120872
100082,1.4302987,-0.4372862,0.1196761,1.4587999,-0.4459999,0.1220609,1.5303306580,1.4909503460,-0.2967059612,0.0298986807,17673.9160156250,-5.6142983437
100083,1.4304589,-0.4373352,0.1166808,1.5543235,-0.4752044,0.1267843,1.6302806139,1.4929493666,-0.2967059612,0.1299176812,17727.3593750000,-47.6304321289
100084,1.4306190,-0.4373841,0.1136855,1.4522311,-0.4439916,0.1154029,1.5229647160,1.4949485064,-0.2967059612,0.0226647109,17709.6191406250,-3.6655621529
100085,1.4307792,-0.4374331,0.1106902,1.4612184,-0.4467393,0.1130450,1.5321600437,1.4969477654,-0.2967059612,0.0319171064,17731.8730468750,-6.7751770020
100086,1.4309393,-0.4374820,0.1076948,1.4441762,-0.4415290,0.1086911,1.5140695572,1.4989471436,-0.2967059612,0.0138775520,17744.7207031250,1.2039471865
100087,1.4310994,-0.4375310,0.1046995,1.3582937,-0.4152721,0.0993730,1.4238286018,1.5009467602,-0.2967059612,-0.0763184205,17732.6562500000,41.6481285095
100088,1.4312596,-0.4375800,0.1017042,1.4563229,-0.4452426,0.1034852,1.5263769627,1.5029463768,-0.2967059612,0.0262689348,17787.0605468750,-9.3081960678
100089,1.4314197,-0.4376289,0.0987089,1.5092978,-0.4614386,0.1040792,1.5816882849,1.5049461126,-0.2967059612,0.0816133097,17825.2011718750,-34.3308067322
100090,1.4315799,-0.4376779,0.0957135,1.4882096,-0.4549913,0.0994997,1.5593861341,1.5069459677,-0.2967059612,0.0593381673,17836.5136718750,-19.5617675781
100091,1.4317400,-0.4377269,0.0927182,1.4565275,-0.4453052,0.0943234,1.5259968042,1.5089458227,-0.2967059612,0.0259697493,17843.9550781250,-8.5368909836
100092,1.4319002,-0.4377758,0.0897229,1.4283633,-0.4366945,0.0895013,1.4963067770,1.5109457970,-0.2967059612,-0.0037051749,17852.6367187500,4.7973570824
100093,1.4320603,-0.4378248,0.0867276,1.4649696,-0.4478862,0.0887206,1.5344736576,1.5129457712,-0.2967059612,0.0344706215,17884.8261718750,-11.7976799011
100094,1.4322205,-0.4378737,0.0837323,1.4469845,-0.4423876,0.0845954,1.5154627562,1.5149457455,-0.2967059612,0.0154627040,17897.1640625000,-2.3158876896
100095,1.4323806,-0.4379227,0.0807369,1.4556706,-0.4450432,0.0820497,1.5243924856,1.5169458389,-0.2967059612,0.0243894476,17919.1855468750,-6.7725658417
100096,1.4325408,-0.4379717,0.0777416,1.4566853,-0.4453534,0.0790519,1.5252937078,1.5189458132,-0.2967059612,0.0252817478,17938.4023437500,-6.0105695724
100097,1.4327009,-0.4380206,0.0747463,1.4469294,-0.4423707,0.0754886,1.5149241686,1.5209456682,-0.2967059612,0.0148971388,17953.6718750000,2.5726845264
100098,1.4328611,-0.4380696,0.0717510,1.4624189,-0.4471063,0.0732311,1.5309917927,1.5229456425,-0.2967059612,0.0309438314,17978.1386718750,-9.2827444077
100099,1.4330212,-0.4381186,0.0687556,1.4276033,-0.4364621,0.0684957,1.4944036007,1.5249454975,-0.2967059612,-0.0056714201,17984.2109375000,10.1104497910
100100,1.4331814,-0.4381675,0.0657603,1.4675422,-0.4486727,0.0673369,1.5360733271,1.5269452333,-0.2967059612,0.0359653756,18017.5957031250,-7.5976223946
100101,1.4333415,-0.4382165,0.0627650,1.4517503,-0.4438446,0.0635711,1.5194138288,1.5289448500,-0.2967059612,0.0192668121,18030.5781250000,-1.6329017878
100102,1.4335017,-0.4382654,0.0597697,1.4550453,-0.4448520,0.0606679,1.5227378607,1.5309444666,-0.2967059612,0.0225459039,18050.5312500000,-5.7979078293
100103,1.4336618,-0.4383144,0.0567744,1.4593600,-0.4461711,0.0577920,1.5271346569,1.5329438448,-0.2967059612,0.0268916860,18070.8437500000,-4.5667958260
100104,1.4338219,-0.4383634,0.0537790,1.4641145,-0.4476247,0.0549152,1.5319969654,1.5349431038,-0.2967059612,0.0316970199,18091.3027343750,-8.0478858948
100105,1.4339821,-0.4384123,0.0507837,1.4620711,-0.4470000,0.0517785,1.5297522545,1.5369422436,-0.2967059612,0.0293893218,18109.2480468750,-7.7491469383
100106,1.4341422,-0.4384613,0.0477884,1.4449750,-0.4417732,0.0481494,1.5117653608,1.5389411449,-0.2967059612,0.0113334786,18121.6347656250,-1.0361900330
100107,1.4343024,-0.4385102,0.0447931,1.4739086,-0.4506191,0.0460300,1.5419412851,1.5409399271,-0.2967059612,0.0414343923,18150.9492187500,-10.6610269547
100108,1.4344571,-0.4385576,0.0390000,1.4810391,-0.4527991,0.0402665,1.5492337942,1.5448021889,-0.2967059612,0.0487268791,18189.6015625000,-14.2538051605
100109,1.4344571,-0.4385576,0.0360000,1.5097572,-0.4615791,0.0378898,1.5791952610,1.5468009710,-0.2967059612,0.0787633285,18218.8339843750,-31.1762599945
100110,1.4344571,-0.4385576,0.0330000,1.4754274,-0.4510834,0.0339425,1.5432156324,1.5487998724,-0.2967059612,0.0428526513,18224.7539062500,-12.6358823776
100111,1.4344571,-0.4385576,0.0300000,1.4670836,-0.4485325,0.0306823,1.5344239473,1.5507990122,-0.2967059612,0.0341240168,18240.2558593750,-9.0690612793
100112,1.4344571,-0.4385576,0.0270000,1.4588891,-0.4460272,0.0274599,1.5257954597,1.5527982712,-0.2967059612,0.0255524628,18255.7910156250,-5.9309229851
100113,1.4344571,-0.4385576,0.0240000,1.4426965,-0.4410766,0.0241379,1.5088089705,1.5547976494,-0.2967059612,0.0086169392,18268.3398437500,2.5638625622
100114,1.4344571,-0.4385576,0.0210000,1.4566725,-0.4453495,0.0213252,1.5233796835,1.5567972660,-0.2967059612,0.0232327431,18292.0625000000,-3.0023965836
100115,1.4344571,-0.4385576,0.0180000,1.4434755,-0.4413148,0.0181132,1.5095391273,1.5587968826,-0.2967059612,0.0094311433,18305.6796875000,-4.0240464211
100116,1.4344571,-0.4385576,0.0150000,1.4933788,-0.4565717,0.0156161,1.5616919994,1.5607966185,-0.2967059612,0.0616169944,18342.7480468750,-21.8487243652
100117,1.4344571,-0.4385576,0.0120000,1.4228642,-0.4350132,0.0119030,1.4879249334,1.5627964735,-0.2967059612,-0.0121230371,18334.9960937500,14.6823654175
100118,1.4344571,-0.4385576,0.0090000,1.3823527,-0.4226276,0.0086731,1.4455407858,1.5647964478,-0.2967059612,-0.0544861816,18338.3613281250,37.2338638306
100119,1.4344571,-0.4385576,0.0060000,1.4369370,-0.4393157,0.0060104,1.5026051998,1.5667963028,-0.2967059612,0.0025932209,18377.1621093750,3.7660093307
100120,1.4344571,-0.4385576,0.0030000,1.4338810,-0.4383814,0.0029988,1.4994004965,1.5687962770,-0.2967059612,-0.0006024883,18394.4589843750,9.2986898422
101001,1.4344571,-0.4385576,0.0000000,1.4599320,-0.4463460,0.0000000,1.5266388655,1.5707963705,-0.2967059612,0.0266388357,18422.6191406250,-4.6519002914
101002,1.4344571,-0.4385576,-0.0030000,1.4583279,-0.4458556,-0.0030499,1.5249645710,1.5727963448,-0.2967059612,0.0249615647,18440.4335937500,-4.2029852867
101003,1.4344571,-0.4385576,-0.0060000,1.4058323,-0.4298061,-0.0058803,1.4700790644,1.5747963190,-0.2967059612,-0.0299329590,18439.1640625000,17.4371261597
101004,1.4344571,-0.4385576,-0.0090000,1.4652504,-0.4479720,-0.0091932,1.5322278738,1.5767962933,-0.2967059612,0.0322008766,18479.8066406250,-10.0366029739
101005,1.4344571,-0.4385576,-0.0120000,1.4359790,-0.4390229,-0.0120127,1.5016394854,1.5787961483,-0.2967059612,0.0015915043,18487.1855468750,6.4519572258
101006,1.4344571,-0.4385576,-0.0150000,1.4558625,-0.4451018,-0.0152238,1.5224595070,1.5807960033,-0.2967059612,0.0223844983,18512.9960937500,-5.8792243004
101007,1.4344571,-0.4385576,-0.0180000,1.4713455,-0.4498354,-0.0184629,1.5386846066,1.5827957392,-0.2967059612,0.0385765918,18537.1503906250,-12.4589300156
101008,1.4344571,-0.4385576,-0.0210000,1.4499156,-0.4432837,-0.0212263,1.5163133144,1.5847953558,-0.2967059612,0.0161663555,18547.3984375000,-0.5237701535
101009,1.4344571,-0.4385576,-0.0240000,1.4047959,-0.4294892,-0.0235037,1.4691715240,1.5867949724,-0.2967059612,-0.0310204569,18548.6855468750,20.5583343506
101010,1.4344571,-0.4385576,-0.0270000,1.4685091,-0.4489683,-0.0276409,1.5358566046,1.5887943506,-0.2967059612,0.0356135815,18590.9824218750,-7.7888746262
101011,1.4344571,-0.4385576,-0.0300000,1.5247723,-0.4661697,-0.0318888,1.5947606564,1.5907936096,-0.2967059612,0.0944606960,18630.4941406250,-39.2953491211
101012,1.4344571,-0.4385576,-0.0330000,1.4850609,-0.4540287,-0.0341642,1.5532916784,1.5927927494,-0.2967059612,0.0529287644,18633.7500000000,-20.3782653809
101013,1.4344571,-0.4385576,-0.0360000,1.4598208,-0.4463120,-0.0366365,1.5269621611,1.5947917700,-0.2967059612,0.0265302397,18642.4335937500,-7.2796111107
101014,1.4344571,-0.4385576,-0.0390000,1.4735804,-0.4505187,-0.0400637,1.5414315462,1.5967904329,-0.2967059612,0.0409246646,18665.8535156250,-12.2196235657
101015,1.4343024,-0.4385102,-0.0447931,1.4054253,-0.4296816,-0.0438912,1.4702969790,1.6006526947,-0.2967059612,-0.0302099660,18675.1289062500,18.5198383331
101016,1.4341422,-0.4384613,-0.0477884,1.4741061,-0.4506795,-0.0491201,1.5422430038,1.6026514769,-0.2967059612,0.0418111049,18719.3652343750,-16.0169124603
101017,1.4339821,-0.4384123,-0.0507837,1.4465150,-0.4422440,-0.0512276,1.5134760141,1.6046503782,-0.2967059612,0.0131130591,18727.0195312500,-5.0453791618
101018,1.4338219,-0.4383634,-0.0537790,1.4332524,-0.4381892,-0.0537577,1.4997040033,1.6066495180,-0.2967059612,-0.0005959090,18740.0957031250,-3.9473419189
101019,1.4336618,-0.4383144,-0.0567744,1.4496593,-0.4432053,-0.0574079,1.5169833899,1.6086487770,-0.2967059612,0.0167403966,18764.4531250000,-8.4998884201
101020,1.4335017,-0.4382654,-0.0597697,1.4563030,-0.4452365,-0.0607204,1.5240540504,1.6106482744,-0.2967059612,0.0238621086,18785.0839843750,-10.6959733963
101021,1.4333415,-0.4382165,-0.0627650,1.4613786,-0.4467883,-0.0639927,1.5294908285,1.6126477718,-0.2967059612,0.0293438379,18805.1054687500,-11.7686758041
101022,1.4331814,-0.4381675,-0.0657603,1.4833029,-0.4534912,-0.0680601,1.5525701046,1.6146473885,-0.2967059612,0.0524621606,18831.5566406250,-22.2121009827
101023,1.4330212,-0.4381186,-0.0687556,1.4595468,-0.4462282,-0.0700283,1.5278418064,1.6166472435,-0.2967059612,0.0277667791,18840.5273437500,-12.9012212753
101024,1.4328611,-0.4380696,-0.0717510,1.4608694,-0.4466326,-0.0731535,1.5293695927,1.6186469793,-0.2967059612,0.0293216035,18859.0722656250,-11.4675865173
101025,1.4327009,-0.4380206,-0.0747463,1.4938204,-0.4567067,-0.0779350,1.5640187263,1.6206469536,-0.2967059612,0.0639916882,18889.7324218750,-27.9399929047
101026,1.4325408,-0.4379717,-0.0777416,1.4406709,-0.4404573,-0.0781828,1.5085250139,1.6226469278,-0.2967059612,0.0085130399,18887.3437500000,-8.8885841370
101027,1.4323806,-0.4379227,-0.0807369,1.4232315,-0.4351255,-0.0802212,1.4904218912,1.6246469021,-0.2967059612,-0.0095810937,18898.6230468750,9.8649082184
101028,1.4322205,-0.4378737,-0.0837323,1.4671479,-0.4485521,-0.0857742,1.5365803242,1.6266468763,-0.2967059612,0.0365803763,18933.4785156250,-17.9818458557
101029,1.4320603,-0.4378248,-0.0867276,1.4960005,-0.4573733,-0.0905999,1.5669767857,1.6286468506,-0.2967059612,0.0669737831,18962.5507812500,-35.2197532654
101030,1.4319002,-0.4377758,-0.0897229,1.4389180,-0.4399214,-0.0901626,1.5073636770,1.6306468248,-0.2967059612,0.0073516709,18958.4960937500,-8.0960874557
101031,1.4317400,-0.4377269,-0.0927182,1.4438837,-0.4414396,-0.0935046,1.5127499104,1.6326467991,-0.2967059612,0.0127228852,18978.3261718750,-8.5313625336
101032,1.4315799,-0.4376779,-0.0957135,1.4461274,-0.4421255,-0.0966862,1.5152913332,1.6346466541,-0.2967059612,0.0152433114,18997.0917968750,-6.2639265060
101033,1.4314197,-0.4376289,-0.0987089,1.4441788,-0.4415298,-0.0995887,1.5134460926,1.6366465092,-0.2967059612,0.0133710476,19014.2207031250,-5.3959889412
101034,1.4312596,-0.4375800,-0.1017042,1.4296360,-0.4370836,-0.1015888,1.4984062910,1.6386462450,-0.2967059612,-0.0017016620,19026.4550781250,-2.1450736523
101035,1.4310994,-0.4375310,-0.1046995,1.4517639,-0.4438488,-0.1062113,1.5218085051,1.6406459808,-0.2967059612,0.0216614697,19052.8730468750,-10.4261970520
101036,1.4309393,-0.4374820,-0.1076948,1.4597996,-0.4463055,-0.1098669,1.5304490328,1.6426454782,-0.2967059612,0.0302569941,19073.8242187500,-14.1757793427
101037,1.4307792,-0.4374331,-0.1106902,1.4462963,-0.4421771,-0.1118906,1.5165134668,1.6446449757,-0.2967059612,0.0162704606,19086.3984375000,-5.2828497887
101038,1.4306190,-0.4373841,-0.1136855,1.4535293,-0.4443885,-0.1155061,1.5243260860,1.6466442347,-0.2967059612,0.0240261536,19107.0058593750,-10.2711715698
101039,1.4304589,-0.4373352,-0.1166808,1.4444272,-0.4416057,-0.1178202,1.5150139332,1.6486432552,-0.2967059612,0.0146509288,19121.2421875000,-6.3655676842
101040,1.4302987,-0.4372862,-0.1196761,1.4394238,-0.4400760,-0.1204396,1.5100045204,1.6506422758,-0.2967059612,0.0095725777,19137.0488281250,-5.8181886673
101041,1.4301386,-0.4372372,-0.1226714,1.4417117,-0.4407755,-0.1236641,1.5126495361,1.6526410580,-0.2967059612,0.0121425958,19155.6796875000,-7.5125422478
